Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.0579E-3,46.852247498,0.698283324,0.037485582,0.451901566,0
1.05879E-3,47.063979491,0.698586811,0.037293349,0.456375839,0
1.05996E-3,47.275956622,0.698987402,0.037101115,0.458612975,0
1.0639E-3,47.594626169,0.700326864,0.036812764,0.463087248,0
1.06442E-3,47.807493409,0.70050324,0.036620531,0.467561521,0
1.0667E-3,48.020825547,0.7012777,0.036428297,0.469798658,0
1.0696E-3,48.341573692,0.702256186,0.036139946,0.476510067,0
1.07146E-3,48.55571656,0.70288295,0.035947712,0.478747204,0
1.07166E-3,48.770047354,0.70295115,0.035755479,0.478747204,0
1.07899E-3,49.093548259,0.705406591,0.035467128,0.483221477,0
1.083E-3,49.31005561,0.706740264,0.035274894,0.485458613,0
1.08658E-3,49.527099706,0.707927707,0.035082661,0.487695749,0
1.08763E-3,49.853231458,0.708274532,0.03479431,0.492170022,0
1.08968E-3,50.071155024,0.708951547,0.034602076,0.492170022,0
1.0912E-3,50.289290039,0.709450412,0.034409842,0.494407159,0
1.09226E-3,50.50768663,0.709799804,0.034217609,0.494407159,0
1.09553E-3,50.835945462,0.710874453,0.033929258,0.494407159,0
1.09762E-3,51.055304521,0.71155724,0.033737024,0.498881432,0
1.09806E-3,51.274895451,0.711700758,0.03354479,0.501118568,0
1.10167E-3,51.605071573,0.712877843,0.03325644,0.505592841,0
1.10204E-3,51.825445493,0.712996696,0.033064206,0.507829978,0
1.10362E-3,52.046069383,0.713510159,0.032871972,0.510067114,0
1.10467E-3,52.266991079,0.713850299,0.032679739,0.510067114,0
1.10537E-3,52.598540912,0.714077552,0.032391388,0.512304251,0
1.11046E-3,52.820346187,0.715721693,0.032199154,0.516778523,0
1.11192E-3,53.042691597,0.716192822,0.03200692,0.51901566,0
1.11206E-3,53.265098724,0.716236239,0.031814687,0.523489933,0
1.11254E-3,53.598806924,0.71639076,0.031526336,0.527964206,0
1.11521E-3,53.821690046,0.717246518,0.031334102,0.530201342,0
1.11637E-3,54.04493117,0.717618037,0.031141869,0.532438479,0
1.11725E-3,54.268369195,0.717898449,0.030949635,0.536912752,0
1.12039E-3,54.604137968,0.718899734,0.030661284,0.541387025,0
1.1216E-3,54.828364759,0.719287824,0.03046905,0.543624161,0
1.12257E-3,55.052845385,0.719594949,0.030276817,0.548098434,0
1.12369E-3,55.277539077,0.719949325,0.030084583,0.552572707,0
1.12472E-3,55.502425242,0.720277078,0.029892349,0.554809843,0
1.12683E-3,55.840288943,0.720945525,0.029603998,0.561521253,0
1.12906E-3,56.066019387,0.721649163,0.029411765,0.563758389,0
1.12947E-3,56.291902401,0.721778457,0.029219531,0.565995526,0
1.13281E-3,56.518202103,0.722828417,0.029027297,0.565995526,0
1.13656E-3,56.858925495,0.724003178,0.028738947,0.570469799,0
1.13675E-3,57.086271798,0.724061381,0.028546713,0.572706935,0
1.14037E-3,57.314268,0.725191529,0.028354479,0.572706935,0
1.14321E-3,57.542864001,0.726072436,0.028162245,0.572706935,0
1.14977E-3,57.772246305,0.728101776,0.027970012,0.572706935,0
1.14999E-3,58.002243607,0.728169897,0.027777778,0.574944072,0
1.15456E-3,58.348420323,0.729572932,0.027489427,0.579418345,0
1.15808E-3,58.579955183,0.730649843,0.027297193,0.581655481,0
1.16014E-3,58.811856858,0.731275929,0.02710496,0.586129754,0
1.16254E-3,59.044358731,0.732006245,0.026912726,0.590604027,0
1.16314E-3,59.276953126,0.732189737,0.026720492,0.592841163,0
1.16515E-3,59.509907995,0.732798429,0.026528258,0.5950783,0
1.16901E-3,59.860101855,0.733961939,0.026239908,0.599552573,0
1.17488E-3,60.094819368,0.735724668,0.026047674,0.601789709,0
1.17708E-3,60.330068269,0.736384722,0.02585544,0.601789709,0
1.17827E-3,60.565710027,0.736738127,0.025663206,0.601789709,0
1.17852E-3,60.801414177,0.736814399,0.025470973,0.604026846,0
1.18176E-3,61.037658124,0.73777748,0.025278739,0.606263982,0
1.18737E-3,61.27487414,0.739438605,0.025086505,0.608501119,0
1.18976E-3,61.5126034,0.740143211,0.024894271,0.608501119,0
1.19089E-3,61.75073529,0.740476411,0.024702038,0.610738255,0
1.19366E-3,62.108523971,0.741289076,0.024413687,0.612975391,0
1.19553E-3,62.347554614,0.741835036,0.024221453,0.612975391,0
1.19663E-3,62.586866181,0.742156926,0.02402922,0.617449664,0
1.19867E-3,62.826495092,0.742753744,0.023836986,0.621923937,0
1.20055E-3,63.066577687,0.743298273,0.023644752,0.62639821,0
1.20187E-3,63.306925014,0.743681895,0.023452518,0.628635347,0
1.20557E-3,63.547830079,0.744756136,0.023260285,0.63310962,0
1.20893E-3,63.789495894,0.745724967,0.023068051,0.635346756,0
1.21156E-3,64.03163674,0.746479552,0.022875817,0.639821029,0
1.21218E-3,64.274030304,0.746657514,0.022683583,0.639821029,0
1.21819E-3,64.517314723,0.748377741,0.022491349,0.644295302,0
1.21905E-3,64.76108638,0.748621245,0.022299116,0.646532438,0
1.22533E-3,65.005950605,0.750404815,0.022106882,0.648769575,0
1.22747E-3,65.251369885,0.75100901,0.021914648,0.653243848,0
1.23364E-3,65.620660992,0.752741996,0.021626298,0.659955257,0
1.23963E-3,65.868283496,0.754415742,0.021434064,0.662192394,0
1.24095E-3,66.116346397,0.754780532,0.02124183,0.666666667,0
1.24681E-3,66.365685792,0.75640468,0.021049596,0.67114094,0
1.24891E-3,66.61530135,0.756981247,0.020857363,0.673378076,0
1.25178E-3,66.86555903,0.757770675,0.020665129,0.673378076,0
1.25824E-3,67.116585601,0.759537452,0.020472895,0.677852349,0
1.26035E-3,67.368504682,0.760111881,0.020280661,0.680089485,0
1.26229E-3,67.620932358,0.760637434,0.020088428,0.682326622,0
1.26471E-3,67.87363992,0.761294267,0.019896194,0.686800895,0
1.26484E-3,68.000123824,0.761327892,0.019800077,0.689038031,0
1.26574E-3,68.253248086,0.761570818,0.019607843,0.693512304,0
1.26616E-3,68.506462726,0.761683775,0.019415609,0.697986577,0
1.27611E-3,68.761650347,0.764354983,0.019223376,0.70246085,0
1.2795E-3,69.017377669,0.76525966,0.019031142,0.704697987,0
1.2862E-3,69.274415006,0.767033077,0.018838908,0.70917226,0
1.28999E-3,69.532216977,0.768032,0.018646674,0.713646532,0
1.29669E-3,69.790993958,0.769785356,0.018454441,0.718120805,0
1.30076E-3,70.050847807,0.770842961,0.018262207,0.722595078,0
1.30173E-3,70.311188733,0.771095308,0.018069973,0.724832215,0
1.31608E-3,70.574359256,0.774785028,0.017877739,0.729306488,0
1.31838E-3,70.83800522,0.77537241,0.017685506,0.731543624,0
1.32567E-3,71.102746431,0.777220352,0.017493272,0.731543624,0
1.32687E-3,71.368104286,0.777521161,0.017301038,0.733780761,0
1.33111E-3,71.501215744,0.778588858,0.017204921,0.733780761,0
1.33546E-3,71.768048412,0.779675283,0.017012687,0.736017897,0
1.34288E-3,72.036229865,0.781519078,0.016820454,0.738255034,0
1.34897E-3,72.305908444,0.783022877,0.01662822,0.74049217,0
1.35225E-3,72.576071335,0.783826358,0.016435986,0.742729306,0
1.35914E-3,72.84765764,0.785507951,0.016243752,0.742729306,0
1.3607E-3,73.119794606,0.785885636,0.016051519,0.744966443,0
1.36644E-3,73.256438921,0.787273948,0.015955402,0.747203579,0
1.37101E-3,73.530326491,0.788371728,0.015763168,0.749440716,0
1.38631E-3,73.807434562,0.792008003,0.015570934,0.753914989,0
1.39098E-3,74.085621268,0.793104621,0.0153787,0.753914989,0
1.40263E-3,74.365481752,0.795817657,0.015186467,0.758389262,0
1.40527E-3,74.506008493,0.796426011,0.01509035,0.760626398,0
1.4077E-3,74.787371641,0.796986587,0.014898116,0.762863535,0
1.40929E-3,75.069208983,0.797351657,0.014705882,0.765100671,0
1.41334E-3,75.35180699,0.798279797,0.014513649,0.765100671,0
1.42611E-3,75.636445903,0.801175603,0.014321415,0.765100671,0
1.4289E-3,75.779335571,0.801802303,0.014225298,0.767337808,0
1.43722E-3,76.066048333,0.803662884,0.014033064,0.769574944,0
1.44242E-3,76.354080983,0.804814754,0.01384083,0.769574944,0
1.45225E-3,76.643989979,0.80697641,0.013648597,0.771812081,0
1.45834E-3,76.789824475,0.808304271,0.01355248,0.774049217,0
1.46556E-3,77.082618387,0.809863926,0.013360246,0.77852349,0
1.47167E-3,77.376699352,0.811176313,0.013168012,0.780760626,0
1.48045E-3,77.524744832,0.813045388,0.013071895,0.782997763,0
1.49193E-3,77.822549535,0.815459862,0.012879662,0.787472036,0
1.50324E-3,78.122501806,0.817808566,0.012687428,0.789709172,0
1.50526E-3,78.273027489,0.818224396,0.012591311,0.789709172,0
1.51477E-3,78.575516751,0.820173138,0.012399077,0.794183445,0
1.51941E-3,78.879024112,0.821115546,0.012206844,0.796420582,0
1.52199E-3,79.0312234,0.821637803,0.012110727,0.798657718,0
1.5351E-3,79.337405276,0.82426679,0.011918493,0.798657718,0
1.53686E-3,79.644678214,0.824617172,0.011726259,0.800894855,0
1.53925E-3,79.798603618,0.825091175,0.011630142,0.800894855,0
1.54473E-3,80.107498557,0.826173361,0.011437908,0.803131991,0
1.54756E-3,80.262254597,0.826729086,0.011341792,0.805369128,0
1.55079E-3,80.572169819,0.827362077,0.011149558,0.8098434,0
1.55488E-3,80.882858266,0.828160611,0.010957324,0.814317673,0
1.55688E-3,81.038546696,0.828549378,0.010861207,0.814317673,0
1.56094E-3,81.350722481,0.829335245,0.010668973,0.814317673,0
1.56225E-3,81.506947164,0.829587624,0.010572857,0.81655481,0
1.56572E-3,81.81977657,0.830257177,0.010380623,0.821029083,0
1.5683E-3,82.133354821,0.830752824,0.010188389,0.825503356,0
1.56927E-3,82.290282265,0.830938733,0.010092272,0.827740492,0
1.57243E-3,82.604713901,0.831541315,0.009900038,0.832214765,0
1.57313E-3,82.762026403,0.831674488,0.009803922,0.834451902,0
1.57418E-3,83.07679497,0.831875516,0.009611688,0.838926174,0
1.57563E-3,83.391881395,0.832151695,0.009419454,0.843400447,0
1.57859E-3,83.549740034,0.832712537,0.009323337,0.843400447,0
1.58055E-3,83.865795497,0.83308503,0.009131103,0.84787472,0
1.58159E-3,84.023954968,0.833281595,0.009034987,0.84787472,0
1.58312E-3,84.340536346,0.833568487,0.008842753,0.850111857,0
1.58373E-3,84.657240335,0.833684574,0.008650519,0.852348993,0
1.58725E-3,84.815965039,0.834345569,0.008554402,0.85458613,0
1.59375E-3,85.134486333,0.835560587,0.008362168,0.859060403,0
1.59587E-3,85.2940733,0.835955595,0.008266052,0.859060403,0
1.59876E-3,85.613551656,0.836492295,0.008073818,0.861297539,0
1.60083E-3,85.773634602,0.836874596,0.007977701,0.863534676,0
1.60107E-3,86.093833808,0.836918709,0.007785467,0.865771812,0
1.60749E-3,86.254583079,0.838101127,0.00768935,0.868008949,0
1.60935E-3,86.57632789,0.838441411,0.007497116,0.872483221,0
1.61163E-3,86.898556106,0.838858736,0.007304883,0.876957494,0
1.61389E-3,87.059944861,0.839269579,0.007208766,0.879194631,0
1.61578E-3,87.382934631,0.839613588,0.007016532,0.883668904,0
1.61699E-3,87.544633885,0.839833871,0.006920415,0.88590604,0
1.62606E-3,87.869047135,0.841470572,0.006728181,0.890380313,0
1.6281E-3,88.031857217,0.841836485,0.006632065,0.890380313,0
1.63156E-3,88.358037596,0.842455262,0.006439831,0.894854586,0
1.63224E-3,88.521261281,0.84257572,0.006343714,0.897091723,0
1.63661E-3,88.848374432,0.843353473,0.00615148,0.899328859,0
1.6393E-3,89.012304409,0.843830101,0.006055363,0.899328859,0
1.64593E-3,89.341156357,0.844998239,0.00586313,0.903803132,0
1.64594E-3,89.505750282,0.845000162,0.005767013,0.903803132,0
1.64842E-3,89.83540293,0.845435089,0.005574779,0.903803132,0
1.64963E-3,90.000365729,0.845646429,0.005478662,0.906040268,0
1.6557E-3,90.331270537,0.846704435,0.005286428,0.908277405,0
1.65809E-3,90.662720087,0.847119515,0.005094195,0.910514541,0
1.66458E-3,90.829178358,0.848239003,0.004998078,0.912751678,0
1.67432E-3,91.163510304,0.849903737,0.004805844,0.917225951,0
1.67447E-3,91.330957025,0.849928648,0.004709727,0.917225951,0
1.68318E-3,91.667015323,0.851401658,0.004517493,0.921700224,0
1.69075E-3,91.836089902,0.852670385,0.004421376,0.92393736,0
1.69323E-3,92.005412765,0.853084135,0.00432526,0.926174497,0
1.69398E-3,92.344192661,0.8532086,0.004133026,0.93064877,0
1.69846E-3,92.514038569,0.853951956,0.004036909,0.932885906,0
1.7075E-3,92.855230009,0.855440376,0.003844675,0.937360179,0
1.7119E-3,93.026419864,0.856158365,0.003748558,0.937360179,0
1.71872E-3,93.369998721,0.857265791,0.003556324,0.941834452,0
1.72452E-3,93.542450477,0.858199723,0.003460208,0.944071588,0
1.73691E-3,93.889324334,0.860176295,0.003267974,0.946308725,0
1.73826E-3,94.063150004,0.860389354,0.003171857,0.948545861,0
1.74642E-3,94.412201987,0.861674304,0.002979623,0.950782998,0
1.75403E-3,94.587604924,0.862861415,0.002883506,0.953020134,0
1.75497E-3,94.763101654,0.863007033,0.002787389,0.955257271,0
1.76344E-3,95.115450627,0.864315707,0.002595156,0.957494407,0
1.76987E-3,95.292437578,0.8653,0.002499039,0.959731544,0
1.77209E-3,95.64677672,0.865637731,0.002306805,0.964205817,0
1.77701E-3,95.824477624,0.866384905,0.002210688,0.966442953,0
1.7825E-3,96.002727719,0.867213492,0.002114571,0.966442953,0
1.7857E-3,96.359637095,0.867693549,0.001922338,0.968680089,0
1.78656E-3,96.538292626,0.867821891,0.001826221,0.968680089,0
1.80427E-3,96.89749444,0.870447362,0.001633987,0.973154362,0
1.8224E-3,97.079734223,0.873080627,0.00153787,0.975391499,0
1.85057E-3,97.264790997,0.877066399,0.001441753,0.975391499,0
1.86658E-3,97.637621628,0.879276605,0.001249519,0.977628635,0
1.8694E-3,97.824562101,0.879661573,0.001153403,0.979865772,0
1.87777E-3,98.012339464,0.880796911,0.001057286,0.979865772,0
1.91521E-3,98.392564454,0.885745816,0.000865052,0.982102908,0
1.96003E-3,98.588567563,0.891401581,0.000768935,0.984340045,0
1.98517E-3,98.787084381,0.894450034,0.000672818,0.986577181,0
2.00297E-3,99.18656085,0.896557493,0.000480584,0.991051454,0
2.00516E-3,99.387076619,0.896813027,0.000384468,0.993288591,0
2.02628E-3,99.589704146,0.899251931,0.000288351,0.995525727,0
2.03085E-3,99.792788655,0.899772072,0.000192234,0.997762864,0
2.07211E-3,100,0.904349319,0.000096117,1,0
